Image,Type,Augmented
../data/img_augmented\aureus_sapientia_imago_decorus_ab835e45_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_sapientia_imago_decorus_ab835e45_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_nubes_ars_b3b340a6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_nubes_ars_b3b340a6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_nubes_ars_b3b340a6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_nubes_ars_b3b340a6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_nubes_ars_b3b340a6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_mens_pluvia_a546ce44_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_mens_pluvia_a546ce44_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_mens_pluvia_a546ce44_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_mens_pluvia_a546ce44_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_mens_pluvia_a546ce44_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_figura_benignus_fortuna_ad3bfe13_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_figura_benignus_fortuna_ad3bfe13_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_figura_benignus_fortuna_ad3bfe13_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_figura_benignus_fortuna_ad3bfe13_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_figura_benignus_fortuna_ad3bfe13_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_terra_victoria_sol_93fc0480_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_terra_victoria_sol_93fc0480_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_terra_victoria_sol_93fc0480_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_terra_victoria_sol_93fc0480_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_terra_victoria_sol_93fc0480_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_spiritus_constantia_ignis_1cb97214_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_spiritus_constantia_ignis_1cb97214_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_spiritus_constantia_ignis_1cb97214_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_spiritus_constantia_ignis_1cb97214_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_spiritus_constantia_ignis_1cb97214_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_ars_ventus_bca37cb6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_ars_ventus_bca37cb6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_ars_ventus_bca37cb6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_ars_ventus_bca37cb6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_ars_ventus_bca37cb6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_pulcher_gemma_anima_ce42b59b_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_pulcher_gemma_anima_ce42b59b_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_pulcher_gemma_anima_ce42b59b_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_pulcher_gemma_anima_ce42b59b_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_pulcher_gemma_anima_ce42b59b_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_scientia_constantia_063efed8_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_scientia_constantia_063efed8_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_scientia_constantia_063efed8_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_scientia_constantia_063efed8_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_scientia_constantia_063efed8_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_caelum_lex_fulgor_38001ede_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_caelum_lex_fulgor_38001ede_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_caelum_lex_fulgor_38001ede_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_caelum_lex_fulgor_38001ede_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_caelum_lex_fulgor_38001ede_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_luna_nubes_verbum_a89d9055_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_luna_nubes_verbum_a89d9055_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_luna_nubes_verbum_a89d9055_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_luna_nubes_verbum_a89d9055_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_luna_nubes_verbum_a89d9055_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_veritas_voluptas_087521b3_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_veritas_voluptas_087521b3_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_veritas_voluptas_087521b3_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_veritas_voluptas_087521b3_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_veritas_voluptas_087521b3_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_corpus_fulgor_ignobilis_d2e57a6c_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_corpus_fulgor_ignobilis_d2e57a6c_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_corpus_fulgor_ignobilis_d2e57a6c_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_corpus_fulgor_ignobilis_d2e57a6c_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_corpus_fulgor_ignobilis_d2e57a6c_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_triumphus_furor_lex_e7961c8e_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_triumphus_furor_lex_e7961c8e_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_triumphus_furor_lex_e7961c8e_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_triumphus_furor_lex_e7961c8e_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_triumphus_furor_lex_e7961c8e_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_voluptas_fortitudo_vigor_9844d4a3_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_voluptas_fortitudo_vigor_9844d4a3_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_voluptas_fortitudo_vigor_9844d4a3_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_voluptas_fortitudo_vigor_9844d4a3_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_voluptas_fortitudo_vigor_9844d4a3_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_virtus_victoria_imago_7c8b04c6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_virtus_victoria_imago_7c8b04c6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_virtus_victoria_imago_7c8b04c6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_virtus_victoria_imago_7c8b04c6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_virtus_victoria_imago_7c8b04c6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_honestas_clarus_950c4b8d_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_honestas_clarus_950c4b8d_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_honestas_clarus_950c4b8d_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_honestas_clarus_950c4b8d_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_honestas_clarus_950c4b8d_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_mors_aqua_ignis_9f56669d_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_mors_aqua_ignis_9f56669d_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_mors_aqua_ignis_9f56669d_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_mors_aqua_ignis_9f56669d_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_mors_aqua_ignis_9f56669d_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_fortitudo_audacia_amicitia_7f8e8e67_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_fortitudo_audacia_amicitia_7f8e8e67_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_fortitudo_audacia_amicitia_7f8e8e67_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_fortitudo_audacia_amicitia_7f8e8e67_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_fortitudo_audacia_amicitia_7f8e8e67_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_meritum_ars_fortuna_e8a73cd9_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_meritum_ars_fortuna_e8a73cd9_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_meritum_ars_fortuna_e8a73cd9_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_meritum_ars_fortuna_e8a73cd9_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_meritum_ars_fortuna_e8a73cd9_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_ratio_levis_a11578b6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_ratio_levis_a11578b6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_ratio_levis_a11578b6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_ratio_levis_a11578b6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_gloria_ratio_levis_a11578b6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_vita_gemma_formosus_91dbcafc_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_vita_gemma_formosus_91dbcafc_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_vita_gemma_formosus_91dbcafc_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_vita_gemma_formosus_91dbcafc_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_vita_gemma_formosus_91dbcafc_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_formosus_benignus_2e8ba925_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_formosus_benignus_2e8ba925_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_formosus_benignus_2e8ba925_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_formosus_benignus_2e8ba925_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_formosus_benignus_2e8ba925_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_color_dexteritas_audacia_6882534e_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_color_dexteritas_audacia_6882534e_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_color_dexteritas_audacia_6882534e_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_color_dexteritas_audacia_6882534e_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_color_dexteritas_audacia_6882534e_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_vita_statera_73abf876_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_vita_statera_73abf876_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_vita_statera_73abf876_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_vita_statera_73abf876_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_vita_statera_73abf876_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_fortuna_mens_serenus_a50e62fc_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_fortuna_mens_serenus_a50e62fc_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_fortuna_mens_serenus_a50e62fc_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_fortuna_mens_serenus_a50e62fc_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_fortuna_mens_serenus_a50e62fc_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_ignis_gravis_chorus_9386c767_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_ignis_gravis_chorus_9386c767_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_ignis_gravis_chorus_9386c767_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_ignis_gravis_chorus_9386c767_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_ignis_gravis_chorus_9386c767_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_probitas_mens_benignus_b23e1c10_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_probitas_mens_benignus_b23e1c10_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_probitas_mens_benignus_b23e1c10_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_probitas_mens_benignus_b23e1c10_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_probitas_mens_benignus_b23e1c10_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_sapientia_spiritus_cf1df69d_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_sapientia_spiritus_cf1df69d_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_sapientia_spiritus_cf1df69d_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_sapientia_spiritus_cf1df69d_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_sapientia_spiritus_cf1df69d_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_sonus_fortuna_fulgor_07169025_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_sonus_fortuna_fulgor_07169025_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_sonus_fortuna_fulgor_07169025_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_sonus_fortuna_fulgor_07169025_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_sonus_fortuna_fulgor_07169025_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_virtus_iustitia_2e0b0996_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_virtus_iustitia_2e0b0996_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_virtus_iustitia_2e0b0996_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_virtus_iustitia_2e0b0996_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_virtus_iustitia_2e0b0996_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_voluntas_triumphus_meritum_cf1b424e_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_voluntas_triumphus_meritum_cf1b424e_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_voluntas_triumphus_meritum_cf1b424e_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_voluntas_triumphus_meritum_cf1b424e_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_voluntas_triumphus_meritum_cf1b424e_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_lex_anima_regnum_5284f408_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_lex_anima_regnum_5284f408_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_lex_anima_regnum_5284f408_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_lex_anima_regnum_5284f408_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_lex_anima_regnum_5284f408_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_gravis_statera_a8db4815_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_gravis_statera_a8db4815_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_gravis_statera_a8db4815_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_gravis_statera_a8db4815_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_ars_gravis_statera_a8db4815_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_figura_altus_5f0330b6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_figura_altus_5f0330b6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_figura_altus_5f0330b6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_figura_altus_5f0330b6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_figura_altus_5f0330b6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_flos_victoria_697419e1_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_flos_victoria_697419e1_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_flos_victoria_697419e1_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_flos_victoria_697419e1_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_flamma_flos_victoria_697419e1_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_cor_voluptas_0fc243cf_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_cor_voluptas_0fc243cf_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_cor_voluptas_0fc243cf_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_cor_voluptas_0fc243cf_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_prudentia_cor_voluptas_0fc243cf_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_decorus_vita_natura_17888c9b_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_decorus_vita_natura_17888c9b_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_decorus_vita_natura_17888c9b_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_decorus_vita_natura_17888c9b_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_decorus_vita_natura_17888c9b_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_dexteritas_anima_8493d6c2_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_dexteritas_anima_8493d6c2_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_dexteritas_anima_8493d6c2_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_dexteritas_anima_8493d6c2_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_levis_dexteritas_anima_8493d6c2_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_natura_sonus_7d2553df_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_natura_sonus_7d2553df_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_natura_sonus_7d2553df_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_natura_sonus_7d2553df_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_natura_sonus_7d2553df_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_furor_amor_figura_9d4484c2_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_furor_amor_figura_9d4484c2_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_furor_amor_figura_9d4484c2_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_furor_amor_figura_9d4484c2_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_furor_amor_figura_9d4484c2_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_color_tempus_a297f33b_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_color_tempus_a297f33b_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_color_tempus_a297f33b_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_color_tempus_a297f33b_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_lux_color_tempus_a297f33b_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_mens_libertas_5f55f4c0_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_mens_libertas_5f55f4c0_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_mens_libertas_5f55f4c0_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_mens_libertas_5f55f4c0_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_dexteritas_mens_libertas_5f55f4c0_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_caligo_gravis_9737ea6e_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_caligo_gravis_9737ea6e_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_caligo_gravis_9737ea6e_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_caligo_gravis_9737ea6e_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_formosus_caligo_gravis_9737ea6e_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_memoria_vigor_fulgor_6e2240ea_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_memoria_vigor_fulgor_6e2240ea_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_memoria_vigor_fulgor_6e2240ea_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_memoria_vigor_fulgor_6e2240ea_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_memoria_vigor_fulgor_6e2240ea_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_scientia_fortitudo_meritum_8ccd4cd5_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_scientia_fortitudo_meritum_8ccd4cd5_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_scientia_fortitudo_meritum_8ccd4cd5_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_scientia_fortitudo_meritum_8ccd4cd5_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_scientia_fortitudo_meritum_8ccd4cd5_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_constantia_gloria_concordia_24888a93_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_constantia_gloria_concordia_24888a93_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_constantia_gloria_concordia_24888a93_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_constantia_gloria_concordia_24888a93_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_constantia_gloria_concordia_24888a93_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_probitas_levis_082548d5_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_probitas_levis_082548d5_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_probitas_levis_082548d5_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_probitas_levis_082548d5_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_imber_probitas_levis_082548d5_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_tempus_libertas_ignis_4f6cbcec_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_tempus_libertas_ignis_4f6cbcec_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_tempus_libertas_ignis_4f6cbcec_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_tempus_libertas_ignis_4f6cbcec_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_tempus_libertas_ignis_4f6cbcec_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_aura_imber_claritas_1a687d41_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_aura_imber_claritas_1a687d41_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_aura_imber_claritas_1a687d41_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_aura_imber_claritas_1a687d41_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_aura_imber_claritas_1a687d41_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_lex_caligo_5a70c5ec_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_lex_caligo_5a70c5ec_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_lex_caligo_5a70c5ec_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_lex_caligo_5a70c5ec_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_veritas_lex_caligo_5a70c5ec_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_amor_verus_ea9175d6_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_amor_verus_ea9175d6_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_amor_verus_ea9175d6_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_amor_verus_ea9175d6_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_mens_amor_verus_ea9175d6_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_aqua_levis_corpus_09e99624_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_aqua_levis_corpus_09e99624_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_aqua_levis_corpus_09e99624_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_aqua_levis_corpus_09e99624_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_aqua_levis_corpus_09e99624_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_aer_luna_imber_eda8dda2_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_aer_luna_imber_eda8dda2_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_aer_luna_imber_eda8dda2_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_aer_luna_imber_eda8dda2_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_aer_luna_imber_eda8dda2_aug_4.jpg,aureus,Augmented
../data/img_augmented\aureus_caligo_figura_libertas_c5ba8eeb_aug_0.jpg,aureus,Augmented
../data/img_augmented\aureus_caligo_figura_libertas_c5ba8eeb_aug_1.jpg,aureus,Augmented
../data/img_augmented\aureus_caligo_figura_libertas_c5ba8eeb_aug_2.jpg,aureus,Augmented
../data/img_augmented\aureus_caligo_figura_libertas_c5ba8eeb_aug_3.jpg,aureus,Augmented
../data/img_augmented\aureus_caligo_figura_libertas_c5ba8eeb_aug_4.jpg,aureus,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_0.jpg,roman,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_1.jpg,roman,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_2.jpg,roman,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_3.jpg,roman,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_4.jpg,roman,Augmented
../data/img_augmented\roman_corpus_celeritas_decorus_f9cef8e4_aug_5.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_0.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_1.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_2.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_3.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_4.jpg,roman,Augmented
../data/img_augmented\roman_concordia_ignobilis_altus_18b60b45_aug_5.jpg,roman,Augmented
